Price,Details,Address,features,Area,Bedrooms,House_type
12000,1 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,500.0,1,Apartment
10000,1 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,500.0,1,Apartment
15000,1 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,500.0,1,Apartment
14000,1 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,500.0,1,Apartment
10000,1 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,600.0,1,Apartment
10800,1 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,500.0,1,Apartment
25000,3 BHK Apartment,"kondapur, Sai Nagar, Hafeezpet, Hyderabad",Semi Furnished,2025.0,3,Apartment
9000,1 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,500.0,1,Apartment
11000,1 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,600.0,1,Apartment
17000,2 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Semi Furnished,1050.0,2,Apartment
17000,2 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Semi Furnished,1000.0,2,Apartment
8000,1 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,550.0,1,Apartment
9000,1 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,600.0,1,Apartment
11000,1 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,550.0,1,Apartment
18000,2 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Semi Furnished,1200.0,2,Apartment
10500,1 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Unfurnished,500.0,1,Apartment
26000,2 BHK Apartment,"aditya imperial heights haffezpet, Sai Nagar, Hafeezpet, Hyderabad",Fully Furnished,1250.0,2,Apartment
30000,3 BHK Apartment,"The Sankalp, Sai Nagar, Hafeezpet, Hyderabad",Semi Furnished,1750.0,3,Apartment
25000,2 BHK Apartment,"Bhanu Township, Sai Nagar, Hafeezpet, Hyderabad",Fully Furnished,1150.0,2,Apartment
18000,2 BHK Apartment,"Sai Nagar, Hafeezpet, Hyderabad",Semi Furnished,1300.0,2,Apartment
11500,2 BHK Villa,"Gajularamaram, Hyderabad",Unfurnished,1200.0,2,Villa
22000,1 BHK Apartment,"Siddhi Vinayak Nagar, Madhapur, Hyderabad",Fully Furnished,600.0,1,Apartment
12000,1 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Unfurnished,650.0,1,Apartment
7000,1 BHK Apartment,"Venus Enclave, Prakasham Panthulu Nagar, Rhoda Mistri Nagar, Hyderabad",Unfurnished,600.0,1,Apartment
12000,2 BHK Apartment,"SpaceVision Venus Enclave, Prakasham Panthulu Nagar, Rhoda Mistri Nagar, Hyderabad",Unfurnished,1260.0,2,Apartment
23000,2 BHK Apartment,"Chanda Naik Nagar, Madhapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
11000,2 BHK Independent House,"Gajularamaram, Hyderabad",Semi Furnished,1150.0,2,Independent
14000,4 BHK Villa,"Rangapuram, Miyapur, Hyderabad",Unfurnished,2200.0,4,Villa
7000,1 BHK Apartment,"Habib Fatima Nagar, Borabanda, Hyderabad",Unfurnished,100.0,1,Apartment
7500,1 BHK Independent House,"Roadno 1, Mahadevpur Colony, Hyderabad",Semi Furnished,900.0,1,Independent
12000,1 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Unfurnished,600.0,1,Apartment
16500,2 BHK Apartment,"Gopal Reddy Nagar, Hafeezpet, Hyderabad",Semi Furnished,1100.0,2,Apartment
13000,1 BHK Apartment,"Silpa Park, Kondapur, Hyderabad",Unfurnished,600.0,1,Apartment
15000,3 BHK Independent House,"Mahadevpur Colony, Hyderabad",Unfurnished,1800.0,3,Independent
13000,3 BHK Apartment,"HAL Colony, Jeedimetla, Hyderabad",Semi Furnished,1200.0,3,Apartment
37000,3 BHK Apartment,"Aditya imperial heights, APGOs Coop HSG Society, Hafeezpet, Hyderabad",Semi Furnished,2000.0,3,Apartment
19000,2 BHK Independent House,"Kothaguda, Hyderabad",Unfurnished,800.0,2,Independent
18000,2 BHK Apartment,"Vinayaka Nagar, Hafeezpet, Hyderabad",Semi Furnished,1100.0,2,Apartment
25000,3 BHK Apartment,"Vinayaka Nagar, Hafeezpet, Hyderabad",Semi Furnished,1800.0,3,Apartment
10000,2 BHK Independent Floor,"Gajularamaram, Hyderabad",Unfurnished,1240.0,2,Independent
14000,1 BHK Independent House,"Gopal Reddy Nagar, Hafeezpet, Hyderabad",Semi Furnished,500.0,1,Independent
35000,3 BHK Apartment,"APGOs Coop HSG Society, Hafeezpet, Hyderabad",Semi Furnished,1500.0,3,Apartment
11500,1 BHK Apartment,"Gopal Reddy Nagar, Hafeezpet, Hyderabad",Unfurnished,650.0,1,Apartment
32000,3 BHK Apartment,"SS Akshay Elite, APGOs Coop HSG Society, Hafeezpet, Hyderabad",Semi Furnished,1530.0,3,Apartment
30000,3 BHK Apartment,"SS Akshay Elite, APGOs Coop HSG Society, Hafeezpet, Hyderabad",Semi Furnished,1555.0,3,Apartment
16000,3 BHK Apartment,"HAL Colony, Jeedimetla, Hyderabad",Semi Furnished,1620.0,3,Apartment
18000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,500.0,1,Apartment
60000,4 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,2000.0,4,Apartment
15000,3 BHK Apartment,"HAL Colony, Jeedimetla, Hyderabad",Semi Furnished,1614.0,3,Apartment
10000,1 BHK Independent House,"Lake View Enclave, Miyapur, Hyderabad",Fully Furnished,1000.0,1,Independent
35000,3 BHK Apartment,"APGOs Coop HSG Society, Hafeezpet, Hyderabad",Semi Furnished,2000.0,3,Apartment
38000,3 BHK Apartment,"Aditya imperial heights, APGOs Coop HSG Society, Hafeezpet, Hyderabad",Semi Furnished,2000.0,3,Apartment
15000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,650.0,1,Apartment
21000,1 BHK Apartment,"Madhapur100ft road, Mega Hills, Madhapur, Hyderabad",Fully Furnished,650.0,1,Apartment
19000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
24000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
25000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
14000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,750.0,1,Apartment
13000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Unfurnished,650.0,1,Apartment
16000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,700.0,1,Apartment
12000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Unfurnished,599.0,1,Apartment
22000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
28000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
7500,1 RK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,500.0,1,Apartment
14500,1 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Unfurnished,700.0,1,Apartment
40000,3 BHK Apartment,"Kothaguda, Hyderabad",Semi Furnished,1800.0,3,Apartment
8500,1 BHK Apartment,"Marthanda Nagar, Hafeezpet, Hyderabad",Unfurnished,500.0,1,Apartment
16000,2 BHK Apartment,"Mayuri Nagar, Miyapur, Hyderabad",Semi Furnished,1127.0,2,Apartment
20000,1 BHK Apartment,"Sai Sadan Madhapur, Mega Hills, Madhapur, Hyderabad",Fully Furnished,850.0,1,Apartment
30000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,1200.0,2,Apartment
17000,2 BHK Apartment,"Prem Nagar, Hafeezpet, Hyderabad",Semi Furnished,2000.0,2,Apartment
24500,2 BHK Apartment,"Prem Nagar, Hafeezpet, Hyderabad",Semi Furnished,2000.0,2,Apartment
15000,1 BHK Apartment,"Prem Nagar, Hafeezpet, Hyderabad",Semi Furnished,1500.0,1,Apartment
8000,1 BHK Independent Floor,"Snehapuri Colony, Borabanda, Hyderabad",Unfurnished,550.0,1,Independent
25000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
10000,2 BHK Independent House,"Gajularamaram, Hyderabad",Unfurnished,1400.0,2,Independent
7500,1 BHK Apartment,"imran plaza, Sai Baba Nagar, Borabanda, Hyderabad",Semi Furnished,120.0,1,Apartment
75000,4 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,3300.0,4,Apartment
14000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,650.0,1,Apartment
25000,2 BHK Apartment,"Ayyapa society, Mega Hills, Madhapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
25000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,500.0,1,Apartment
41800,3 BHK Apartment,"APGOs Coop HSG Society, Hafeezpet, Hyderabad",Fully Furnished,2000.0,3,Apartment
10000,1 BHK Independent House,"Sociey, Kothaguda, Hyderabad",Fully Furnished,2000.0,1,Independent
22000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
12000,1 BHK Apartment,"MJ Residency , Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,300.0,1,Apartment
15000,2 BHK Independent House,"Sai Nilayam, Mayuri Nagar, Miyapur, Hyderabad",Semi Furnished,1350.0,2,Independent
7000,1 RK Apartment,"Challa Nilayam, Prem Nagar, Hafeezpet, Hyderabad",Unfurnished,750.0,1,Apartment
20000,2 BHK Apartment,"Challa Nilayam, Prem Nagar, Hafeezpet, Hyderabad",Semi Furnished,1005.0,2,Apartment
28000,2 BHK Apartment,"Kothaguda, Hyderabad",Fully Furnished,1163.0,2,Apartment
24000,3 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1400.0,3,Apartment
39000,3 BHK Apartment,"SAI BALAJI APITOL, Kothaguda, Hyderabad",Fully Furnished,1600.0,3,Apartment
60000,4 BHK Apartment,"Adityahridayam , Raghavendra Colony, Kondapur, Hyderabad",Fully Furnished,2500.0,4,Apartment
12000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Unfurnished,600.0,1,Apartment
8000,1 RK Apartment,"Sri Lakshmi Constructions, Lake View Enclave, Miyapur, Hyderabad",Unfurnished,300.0,1,Apartment
32400,3 BHK Apartment,"APGOs Coop HSG Society, Hafeezpet, Hyderabad",Semi Furnished,1800.0,3,Apartment
23000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
12000,1 BHK Apartment,"Gopal Reddy Nagar, Hafeezpet, Hyderabad",Semi Furnished,750.0,1,Apartment
13500,1 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,700.0,1,Apartment
50000,3 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,2300.0,3,Apartment
18000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
8000,1 BHK Independent Floor,"Lotus Sai Cyber Grand, Sarojini Naidu Nagar, Borabanda, Hyderabad",Unfurnished,590.0,1,Independent
32000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,1250.0,2,Apartment
33000,3 BHK Apartment,"APGOs Coop HSG Society, Hafeezpet, Hyderabad",Semi Furnished,2000.0,3,Apartment
30000,2 BHK Apartment,"Silicon Valley, Madhapur, Hyderabad",Fully Furnished,1800.0,2,Apartment
16000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1100.0,2,Apartment
22000,3 BHK Apartment,"Legend Coconut Grove, Lake View Enclave, Miyapur, Hyderabad",Fully Furnished,1414.0,3,Apartment
14000,1 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,700.0,1,Apartment
20000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,700.0,1,Apartment
20000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1100.0,2,Apartment
10000,1 RK Independent House,"Aditya's Imperial Heights, APGOs Coop HSG Society, Hafeezpet, Hyderabad",Semi Furnished,200.0,1,Independent
32000,3 BHK Apartment,"Aditya's Imperial Heights, APGOs Coop HSG Society, Hafeezpet, Hyderabad",Semi Furnished,2000.0,3,Apartment
32000,3 BHK Apartment,"Aditya's Imperial Heights, APGOs Coop HSG Society, Hafeezpet, Hyderabad",Semi Furnished,1800.0,3,Apartment
26000,3 BHK Apartment,"Aditya's Imperial Heights, APGOs Coop HSG Society, Hafeezpet, Hyderabad",Semi Furnished,1800.0,3,Apartment
55000,3 BHK Apartment,"Aditya's Imperial Heights, APGOs Coop HSG Society, Hafeezpet, Hyderabad",Fully Furnished,1808.0,3,Apartment
9500,1 RK Apartment,"APGOs Coop HSG Society, Hafeezpet, Hyderabad",Fully Furnished,900.0,1,Apartment
18000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
18000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1500.0,2,Apartment
45000,3 BHK Apartment,"Kothaguda, Hyderabad",Unfurnished,1900.0,3,Apartment
25000,2 BHK Apartment,"Sri raghavan petal, Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1050.0,2,Apartment
13000,2 BHK Independent House,"APGOs Coop HSG Society, Hafeezpet, Hyderabad",Unfurnished,1200.0,2,Independent
18000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1500.0,2,Apartment
30000,2 BHK Independent House,"Sai Nirman&#39;s Modulus, ALEAP Industrial Area, Gajularamaram, Hyderabad",Fully Furnished,1400.0,2,Independent
7800,1 BHK Apartment,"Gopal Reddy Nagar, Hafeezpet, Hyderabad",Unfurnished,400.0,1,Apartment
25000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
16000,1 RK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,270.0,1,Apartment
15000,1 RK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,250.0,1,Apartment
15000,1 RK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,220.0,1,Apartment
9000,1 BHK Independent Floor,"HAL Colony, Jeedimetla, Hyderabad",Unfurnished,1350.0,1,Independent
12000,1 BHK Apartment,"Gopal Reddy Nagar, Hafeezpet, Hyderabad",Unfurnished,600.0,1,Apartment
13000,1 BHK Apartment,"Botanical gardens, Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,650.0,1,Apartment
28000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,1200.0,2,Apartment
23000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
22000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
12500,1 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
55000,4 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,2500.0,4,Apartment
11000,2 BHK Apartment," Suprada Residency, Vasanth Nagar Colony, Nizampet, Hyderabad",Unfurnished,1140.0,2,Apartment
16000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,750.0,1,Apartment
20000,2 BHK Apartment,"Jai Sri Devi Lavender, Janapriya Nagar, Hafeezpet, Hyderabad",Semi Furnished,1040.0,2,Apartment
25000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1300.0,2,Apartment
11000,1 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,700.0,1,Apartment
25000,3 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1800.0,3,Apartment
60000,3 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,2500.0,3,Apartment
24000,1 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1200.0,1,Apartment
20000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Unfurnished,1100.0,2,Apartment
14500,1 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,750.0,1,Apartment
10000,1 RK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,500.0,1,Apartment
14800,2 BHK Apartment,"Lahari Satyam Heights, Maytas Hill County, Nizampet, Hyderabad",Semi Furnished,1080.0,2,Apartment
11500,1 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Fully Furnished,900.0,1,Apartment
20000,1 BHK Apartment,"srinaivasa tirumala nilayam, Vasanth Nagar Colony, Nizampet, Hyderabad",Fully Furnished,700.0,1,Apartment
7500,1 RK Apartment,"Gopal Reddy Nagar, Hafeezpet, Hyderabad",Unfurnished,500.0,1,Apartment
22000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
18000,1 RK Independent House,"My Con's Acropolis, Mega Hills, Madhapur, Hyderabad",Fully Furnished,420.0,1,Independent
14000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Unfurnished,576.0,1,Apartment
15000,2 BHK Apartment,"Sai Ganesh rental, Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
20000,2 BHK Apartment,"Sai Ganesh rental, Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1000.0,2,Apartment
18000,2 BHK Apartment,"Sai Ganesh rental, Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
23000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
15000,2 BHK Apartment,"Mathrubhuumi , ALEAP Industrial Area, Gajularamaram, Hyderabad",Semi Furnished,1000.0,2,Apartment
13000,1 BHK Apartment,"Prem Nagar, Hafeezpet, Hyderabad",Unfurnished,600.0,1,Apartment
19000,2 BHK Apartment,"Sai Ganesh return, Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1020.0,2,Apartment
16000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
10000,1 BHK Independent Floor,"Maytas Hill County, Nizampet, Hyderabad",Semi Furnished,800.0,1,Independent
40000,3 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,1780.0,3,Apartment
17000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Unfurnished,1100.0,2,Apartment
20000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
32000,2 BHK Apartment,"Silicon Valley, Madhapur, Hyderabad",Fully Furnished,1100.0,2,Apartment
15000,2 BHK Independent House,"Mayuri Nagar, Miyapur, Hyderabad",Semi Furnished,1500.0,2,Independent
50000,3 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,1850.0,3,Apartment
14000,1 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Unfurnished,650.0,1,Apartment
28000,3 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Fully Furnished,1800.0,3,Apartment
25000,3 BHK Apartment," Jewel Gardens, Ambedkar Nagar, Hafeezpet, Hyderabad",Fully Furnished,1550.0,3,Apartment
15000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,800.0,1,Apartment
19000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
14000,2 BHK Apartment,"Ragavendra colony, Raghavendra Colony, Kondapur, Hyderabad",Unfurnished,1150.0,2,Apartment
25000,2 BHK Apartment,"UN named, Raghavendra Colony, Kondapur, Hyderabad",Fully Furnished,1000.0,2,Apartment
32000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,1200.0,2,Apartment
12000,1 BHK Independent Floor,"Prem Nagar, Hafeezpet, Hyderabad",Unfurnished,450.0,1,Independent
11500,1 BHK Independent Floor,"Prem Nagar, Hafeezpet, Hyderabad",Unfurnished,650.0,1,Independent
12000,1 BHK Independent Floor,"Prem Nagar, Hafeezpet, Hyderabad",Semi Furnished,1200.0,1,Independent
14000,1 BHK Independent House,"Prem Nagar, Hafeezpet, Hyderabad",Semi Furnished,800.0,1,Independent
25000,2 BHK Independent Floor,"New cyber valley colony, Prem Nagar, Hafeezpet, Hyderabad",Semi Furnished,1450.0,2,Independent
5000,1 BHK Independent House,"Verandranilayam, ALEAP Industrial Area, Gajularamaram, Hyderabad",Semi Furnished,200.0,1,Independent
14000,1 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Unfurnished,500.0,1,Apartment
20000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
11000,1 BHK Apartment,"Sai Ganesh rental, Raghavendra Colony, Kondapur, Hyderabad",Unfurnished,600.0,1,Apartment
23000,2 BHK Apartment,"Sai Ganesh rental, Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
17500,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
20000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1150.0,2,Apartment
19500,3 BHK Apartment,"Mayuri Nagar, Miyapur, Hyderabad",Semi Furnished,2240.0,3,Apartment
30000,3 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1700.0,3,Apartment
17000,2 BHK Apartment,"Sai Ganesh rental, Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
16000,2 BHK Apartment,"Sai Ganesh rental, Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1000.0,2,Apartment
13000,1 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,800.0,1,Apartment
12000,1 BHK Apartment,"Sai Ganesh rental, Raghavendra Colony, Kondapur, Hyderabad",Unfurnished,600.0,1,Apartment
33800,3 BHK Independent House,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,2100.0,3,Independent
15000,1 RK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,750.0,1,Apartment
14500,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Unfurnished,1150.0,2,Apartment
45000,3 BHK Apartment,"Kothaguda, Hyderabad",Semi Furnished,2120.0,3,Apartment
28000,2 BHK Apartment,"Silicon Valley, Madhapur, Hyderabad",Fully Furnished,1400.0,2,Apartment
5000,1 BHK Independent House,"Veeranndranilayam, ALEAP Industrial Area, Gajularamaram, Hyderabad",Semi Furnished,250.0,1,Independent
16000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Unfurnished,1150.0,2,Apartment
13000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Unfurnished,550.0,1,Apartment
22000,2 BHK Apartment,"Un request , Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1200.0,2,Apartment
42000,3 BHK Apartment,"Vasanth Nagar Colony, Nizampet, Hyderabad",Semi Furnished,2200.0,3,Apartment
12250,1 BHK Apartment,"Gopal Reddy Nagar, Hafeezpet, Hyderabad",Semi Furnished,700.0,1,Apartment
17750,2 BHK Apartment,"Gopal Reddy Nagar, Hafeezpet, Hyderabad",Semi Furnished,1000.0,2,Apartment
18000,2 BHK Apartment,"Sai Ganesh rental, Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1000.0,2,Apartment
18000,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,1250.0,2,Apartment
33000,3 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1800.0,3,Apartment
16000,2 BHK Apartment,"Jinkalwada, Moosapet, Hyderabad",Unfurnished,1050.0,2,Apartment
25000,3 BHK Apartment,"Srinivasa Heights, Gopal Reddy Nagar, Hafeezpet, Hyderabad",Fully Furnished,1675.0,3,Apartment
21000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,601.0,1,Apartment
35000,2 BHK Apartment,"PR PLAZA, HMT Colony, Hyderabad",Fully Furnished,2500.0,2,Apartment
16000,3 BHK Independent House,"HMT Colony, Hyderabad",Semi Furnished,1500.0,3,Independent
31200,2 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Fully Furnished,1300.0,2,Apartment
16000,1 BHK Apartment,"Raghavendra Colony, Kondapur, Hyderabad",Semi Furnished,550.0,1,Apartment
20000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,1100.0,2,Apartment
11000,1 BHK Apartment,"Silicon Valley, Madhapur, Hyderabad",Unfurnished,476.0,1,Apartment
35000,4 BHK Independent House,"Sai Nagar, Hafeezpet, Hyderabad",Semi Furnished,2000.0,4,Independent
22000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,650.0,1,Apartment
15000,1 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Semi Furnished,600.0,1,Apartment
25000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,1250.0,2,Apartment
32000,2 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,850.0,2,Apartment
36000,3 BHK Apartment,"Mega Hills, Madhapur, Hyderabad",Fully Furnished,1900.0,3,Apartment
20000,1 BHK Apartment,"Madhapur , Mega Hills, Madhapur, Hyderabad",Fully Furnished,650.0,1,Apartment
10000,2 BHK Independent House,"ALEAP Industrial Area, Gajularamaram, Hyderabad",Unfurnished,1000.0,2,Independent
20000,3 BHK Apartment,"RAM KI MARVEL 1 , ALEAP Industrial Area, Gajularamaram, Hyderabad",Semi Furnished,1125.0,3,Apartment
12000,2 BHK Apartment,"pristine Clave, ALEAP Industrial Area, Gajularamaram, Hyderabad",Semi Furnished,1200.0,2,Apartment
14000,2 BHK Independent House,"ALEAP Industrial Area, Gajularamaram, Hyderabad",Unfurnished,1200.0,2,Independent
12500,2 BHK Apartment,"ALEAP Industrial Area, Gajularamaram, Hyderabad",Semi Furnished,1175.0,2,Apartment
8000,2 BHK Independent House,"ALEAP Industrial Area, Gajularamaram, Hyderabad",Unfurnished,800.0,2,Independent
10000,2 BHK Independent House,"rama reddy reisdency, ALEAP Industrial Area, Gajularamaram, Hyderabad",Unfurnished,700.0,2,Independent
5000,1 BHK Villa,"ALEAP Industrial Area, Gajularamaram, Hyderabad",Unfurnished,600.0,1,Villa
8500,2 BHK Apartment,"ALEAP Industrial Area, Gajularamaram, Hyderabad",Unfurnished,1000.0,2,Apartment
6500,1 BHK Independent House,"ALEAP Industrial Area, Gajularamaram, Hyderabad",Unfurnished,500.0,1,Independent
9500,2 BHK Independent House,"ALEAP Industrial Area, Gajularamaram, Hyderabad",Unfurnished,950.0,2,Independent
12000,2 BHK Independent Floor,"Swarna Avenue by Swarna Group, ALEAP Industrial Area, Gajularamaram, Hyderabad",Semi Furnished,980.0,2,Independent
